品名,最低价,平均价,最高价,单位,发布日期
黑鱼,10.0,10.5,11.0,斤,2022-01-21 00:00:00
黑鱼,14.0,14.5,15.0,斤,2022-01-21 00:00:00
黄鳝,30.0,30.0,30.0,斤,2022-01-21 00:00:00
黄鳝,35.0,35.0,35.0,斤,2022-01-21 00:00:00
罗非鱼,9.0,9.5,10.0,斤,2022-01-21 00:00:00
虹鳟鱼,18.0,19.0,20.0,斤,2022-01-21 00:00:00
青鱼,11.0,11.5,12.0,斤,2022-01-21 00:00:00
桂鱼,41.0,41.0,41.0,斤,2022-01-21 00:00:00
嘎鱼,18.0,18.0,18.0,斤,2022-01-21 00:00:00
嘎鱼,16.0,16.0,16.0,斤,2022-01-21 00:00:00
淡水鲈鱼,17.0,17.0,17.0,斤,2022-01-21 00:00:00
泥鳅,10.0,12.5,15.0,斤,2022-01-21 00:00:00
清江鱼,12.0,12.5,13.0,斤,2022-01-21 00:00:00
八爪鱼,38.0,39.0,40.0,斤,2022-01-21 00:00:00
八爪鱼,16.0,16.5,17.0,斤,2022-01-21 00:00:00
多宝鱼,35.0,36.5,38.0,斤,2022-01-21 00:00:00
国产带鱼,14.0,14.5,15.0,斤,2022-01-21 00:00:00
国产带鱼,17.0,17.5,18.0,斤,2022-01-21 00:00:00
国产带鱼,19.0,19.5,20.0,斤,2022-01-21 00:00:00
鲜带鱼,20.0,21.0,22.0,斤,2022-01-21 00:00:00
鲜带鱼,25.0,26.0,27.0,斤,2022-01-21 00:00:00
鲜带鱼,30.0,32.5,35.0,斤,2022-01-21 00:00:00
小黄花鱼,7.0,9.5,12.0,斤,2022-01-21 00:00:00
国产黄花鱼,14.0,14.5,15.0,斤,2022-01-21 00:00:00
国产黄花鱼,16.0,16.5,17.0,斤,2022-01-21 00:00:00
